iter	Passed	Remaining
1667	35409	7047
1668	35435	7027
1669	35455	7006
1670	35475	6984
1671	35496	6963
1672	35522	6943
1673	35543	6921
1674	35568	6901
1675	35588	6879
1676	35613	6859
1677	35634	6838
1678	35654	6816
1679	35671	6794
1680	35693	6773
1681	35717	6752
1682	35737	6731
1683	35759	6710
1684	35782	6689
1685	35802	6667
1686	35822	6646
1687	35846	6625
1688	35871	6605
1689	35891	6583
1690	35915	6562
1691	35936	6541
1692	35960	6520
1693	35982	6499
1694	36003	6478
1695	36027	6457
1696	36050	6436
1697	36071	6415
1698	36091	6394
1699	36114	6373
1700	36137	6352
1701	36160	6331
1702	36183	6310
1703	36202	6288
1704	36224	6267
1705	36240	6245
1706	36263	6224
1707	36284	6203
1708	36309	6182
1709	36329	6161
1710	36349	6139
1711	36372	6118
1712	36395	6097
1713	36416	6076
1714	36441	6055
1715	36463	6034
1716	36487	6013
1717	36511	5993
1718	36534	5972
1719	36553	5950
1720	36570	5928
1721	36590	5907
1722	36605	5884
1723	36626	5863
1724	36646	5842
1725	36662	5820
1726	36685	5799
1727	36706	5777
1728	36729	5756
1729	36753	5736
1730	36777	5715
1731	36803	5694
1732	36823	5673
1733	36846	5652
1734	36870	5631
1735	36888	5609
1736	36912	5588
1737	36931	5567
1738	36950	5545
1739	36974	5524
1740	36994	5503
1741	37016	5482
1742	37036	5460
1743	37058	5439
1744	37081	5418
1745	37102	5397
1746	37125	5376
1747	37148	5355
1748	37168	5334
1749	37187	5312
1750	37213	5291
1751	37234	5270
1752	37254	5249
1753	37276	5228
1754	37298	5206
1755	37321	5185
1756	37342	5164
1757	37363	5143
1758	37384	5121
1759	37404	5100
1760	37429	5079
1761	37449	5058
1762	37468	5036
1763	37493	5016
1764	37512	4994
1765	37536	4973
1766	37563	4953
1767	37582	4931
1768	37606	4910
1769	37626	4889
1770	37652	4868
1771	37673	4847
1772	37695	4826
1773	37713	4804
1774	37732	4782
1775	37754	4761
1776	37776	4740
1777	37800	4719
1778	37820	4698
1779	37840	4676
1780	37869	4656
1781	37891	4635
1782	37913	4614
1783	37934	4592
1784	37956	4571
1785	37978	4550
1786	37998	4529
1787	38019	4507
1788	38044	4487
1789	38075	4466
1790	38095	4445
1791	38122	4424
1792	38141	4403
1793	38171	4383
1794	38192	4361
1795	38219	4341
1796	38241	4319
1797	38276	4300
1798	38297	4278
1799	38328	4258
1800	38355	4238
1801	38391	4218
1802	38422	4198
1803	38458	4178
1804	38481	4157
1805	38511	4136
1806	38534	4115
1807	38558	4094
1808	38581	4073
1809	38603	4052
1810	38627	4031
1811	38646	4009
1812	38670	3988
1813	38690	3967
1814	38716	3946
1815	38737	3924
1816	38763	3904
1817	38788	3883
1818	38810	3861
1819	38829	3840
1820	38851	3819
1821	38873	3797
1822	38893	3776
1823	38915	3754
1824	38937	3733
1825	38960	3712
1826	38982	3691
1827	39005	3670
1828	39027	3648
1829	39053	3627
1830	39081	3607
1831	39111	3586
1832	39138	3565
1833	39161	3544
1834	39183	3523
1835	39207	3502
1836	39231	3481
1837	39251	3459
1838	39270	3438
1839	39294	3416
1840	39316	3395
1841	39336	3374
1842	39361	3353
1843	39381	3331
1844	39405	3310
1845	39425	3289
1846	39449	3267
1847	39469	3246
1848	39490	3225
1849	39517	3204
1850	39538	3182
1851	39561	3161
1852	39585	3140
1853	39608	3119
1854	39633	3097
1855	39655	3076
1856	39676	3055
1857	39701	3034
1858	39722	3012
1859	39744	2991
1860	39767	2970
1861	39790	2949
1862	39811	2927
1863	39832	2906
1864	39854	2884
1865	39872	2863
1866	39895	2842
1867	39916	2820
1868	39938	2799
1869	39960	2778
1870	39983	2756
1871	40004	2735
1872	40023	2713
1873	40044	2692
1874	40067	2671
1875	40087	2649
1876	40110	2628
1877	40133	2607
1878	40158	2586
1879	40182	2564
1880	40208	2543
1881	40232	2522
1882	40253	2501
1883	40275	2479
1884	40296	2458
1885	40318	2437
1886	40337	2415
1887	40363	2394
1888	40382	2372
1889	40404	2351
1890	40425	2330
1891	40444	2308
1892	40462	2287
1893	40484	2265
1894	40507	2244
1895	40530	2223
1896	40550	2201
1897	40570	2180
1898	40591	2158
1899	40608	2137
1900	40626	2115
1901	40645	2094
1902	40667	2072
1903	40689	2051
1904	40709	2030
1905	40732	2008
1906	40755	1987
1907	40777	1966
1908	40799	1944
1909	40818	1923
1910	40845	1902
1911	40865	1880
1912	40888	1859
1913	40909	1838
1914	40927	1816
1915	40949	1795
1916	40974	1774
1917	40993	1752
1918	41014	1731
1919	41038	1709
1920	41058	1688
1921	41080	1667
1922	41103	1645
1923	41125	1624
1924	41148	1603
1925	41168	1581
1926	41191	1560
1927	41213	1539
1928	41231	1517
1929	41257	1496
1930	41280	1475
1931	41299	1453
1932	41319	1432
1933	41339	1410
1934	41362	1389
1935	41384	1368
1936	41404	1346
1937	41427	1325
1938	41452	1304
1939	41474	1282
1940	41496	1261
1941	41517	1239
1942	41542	1218
1943	41565	1197
1944	41584	1175
1945	41604	1154
1946	41629	1133
1947	41654	1111
1948	41674	1090
1949	41694	1069
1950	41713	1047
1951	41734	1026
1952	41756	1004
1953	41776	983
1954	41802	962
1955	41822	940
1956	41843	919
1957	41867	898
1958	41890	876
1959	41911	855
1960	41937	834
1961	41958	812
1962	41978	791
1963	42002	769
1964	42026	748
1965	42049	727
1966	42068	705
1967	42093	684
1968	42111	662
1969	42136	641
1970	42157	620
1971	42181	598
1972	42203	577
1973	42222	556
1974	42245	534
1975	42268	513
1976	42289	491
1977	42312	470
1978	42334	449
1979	42358	427
1980	42378	406
1981	42398	385
1982	42420	363
1983	42444	342
1984	42465	320
1985	42484	299
1986	42509	278
1987	42534	256
1988	42555	235
1989	42576	213
1990	42599	192
1991	42621	171
1992	42643	149
1993	42662	128
1994	42688	106
1995	42709	85
1996	42728	64
1997	42751	42
1998	42770	21
1999	42790	0
